Starting dry volume fraction: 0.0015
Maximum dry volume fraction: 0.0032
DryVolFrac increment: 1.0E-5
Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.093970786780424
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
DryVolFrac increment: 1.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NkT)_from_dF_FR+dF_pair, (PV/NkT)_from_dF_total, (PV/NkT)_virial_measured, (PV/NkT)_virial+dF_total, (PV/NkT)_einstein, (PV/NkT)_pair_contribution, (PV/NkT)_FR_contribution, <F_total>/V, <F_pair>/V, EntropySolid, <F_reference>/V, <F_FR>/V, <alpha>, zeta, u_Hertz_nn, SpringConstant, LindemannParameter, kT/E
0.00284, 0.8204955312523783, -9.10875676289116, -21.791463263795947, -12.625495169404596, 16.028103017424836, 3.4026078480202404, 9.16596809439144, -96.40260835583729, 74.61114509204134, 0.002384348842079927, -0.0011290506222432371, 1.4989227178230173, -0.00104111969604636, 0.004554519160369524, 6.69759616255144, 0.8223544300967397, 0.10506743348574095, 1.22221459716936, 0.08670486652707116, 0.004285717376612915
0.00285, 0.8234140964991439, 86.5893554970741, 70.6854166997615, 82.92218150026157, 16.322640429832987, 99.24482193009456, 12.236764800500122, 15.391295892261295, 55.29412080750021, 0.0024950989139950665, -0.0012276859318980247, 1.4988426695146282, -0.0010174160676991702, 0.004740200913592262, 6.698410360082304, 0.8252500442872212, 0.11309174248158187, 1.2557221134324466, 0.08564051613132322, 0.004285808565632239
0.00286, 0.8262750261272409, 360.02356986139563, 344.31674064338614, 355.9259040626405, 16.55926860728149, 372.48517266992195, 11.609163419254322, 271.1585603776483, 73.15818026573783, 0.002797782560474949, -0.0010641779374609046, 1.498564441011802, -9.898332097613754E-4, 0.004851793707697229, 6.700105586419751, 0.8281456584777026, 0.12076561795454742, 1.29484504811079, 0.08443532993291185, 0.004285741154155304
0.00287, 0.8290862864213264, 140.74257966889922, 118.57283306834924, 134.59208584027775, 16.93534432709955, 151.5274301673773, 16.019252771928475, 41.589764076150374, 76.98306899219887, 0.00421408483718601, 5.9559021717054516E-5, 1.4971910667919721, -9.68908305956864E-4, 0.0051234341214258195, 6.701852695473248, 0.8310412726681841, 0.13006238181655824, 1.3262012118556834, 0.08352830768303841, 0.004285765821015115
0.00288, 0.8319011791779604, 113.63478105797321, 96.76389949521456, 108.58819224623096, 17.18453524103521, 125.77272748726617, 11.824292751016378, 28.876395935392043, 67.88750355982252, 0.003469778878209255, -8.65186395971047E-4, 1.497960821583872, -9.200988861201856E-4, 0.0052550641603004876, 6.704089187242802, 0.8339368868586655, 0.1384296217436271, 1.395663949805242, 0.0815176202311653, 0.0042860596650284135
0.00289, 0.8346528550976449, 390.81429036575423, 375.10643363873453, 383.9199606393518, 17.532373507911604, 401.4523341472634, 8.813527000617198, 284.73547945739756, 90.37095418133697, 0.004756650950562261, 1.914254174100353E-4, 1.496713535677, -9.188410423582232E-4, 0.005484066575510449, 6.705225925925927, 0.8368325010491471, 0.14798615835600432, 1.401707756888378, 0.08143572548629947, 0.004285730159442469
0.0029, 0.8375892412407203, 152.4053562434479, 130.2779776964853, 144.6983005244367, 17.882724704040065, 162.58102522847676, 14.420322827951408, 42.33501839876543, 87.94295929771987, 0.005335779662489088, 4.956501182806025E-4, 1.4961759117352194, -8.843761560123335E-4, 0.005724505700220818, 6.70800159465021, 0.8397281152396285, 0.15791421876540587, 1.4539118570581224, 0.08005246706713377, 0.004286763455536372
0.00291, 0.8403833324974838, 50.772948309278945, 31.36038370116085, 42.87854279925419, 18.206170816944955, 61.084713616199146, 11.518159098093381, -63.34328994687838, 94.70367364803923, 0.005484332924557041, 3.9697851740932814E-4, 1.4960628408746244, -8.560882184902755E-4, 0.005943442625637989, 6.709578888888891, 0.84262372943011, 0.16786360262893613, 1.4986876310333008, 0.07893807449975032, 0.00428686294851889
0.00292, 0.84315993845039, 208.4728432253817, 192.61138057787156, 200.47081563931383, 18.58371184546338, 219.0545274847772, 7.859435061442181, 76.83146632410526, 115.77991425376628, 0.005578202633452219, 1.9593656176823533E-4, 1.4960148082454412, -8.352647651635954E-4, 0.006217530836847579, 6.71169652263374, 0.8455193436205914, 0.17868387071936237, 1.5334325280069685, 0.07812794032320584, 0.004286003112068075
0.00293, 0.8459931236438172, 244.25490658177006, 228.5860811848292, 234.9913649781251, 18.99135666889234, 253.98272164701743, 6.405283793296018, 107.50123827459248, 121.0848429102367, 0.006479717429549278, 7.651637781687116E-4, 1.4951664887226308, -8.242831718343436E-4, 0.00653883682321491, 6.71362049382716, 0.848414957811073, 0.1901930308780725, 1.5539550546622687, 0.07769881712216234, 0.004285732698316398
0.00294, 0.8488265865092921, 32.47828895025081, 10.351928185527356, 22.869098922035278, 19.386181455960035, 42.25528037799531, 12.517170736507921, -96.72523135332312, 107.07715953885048, 0.0067444339061603535, 7.144401265083978E-4, 1.4949494564766497, -8.10308294127696E-4, 0.006840302073779652, 6.7163638683127544, 0.8513105720015545, 0.20176197036140509, 1.5791348775977265, 0.0771644487082667, 0.004285716384350108
0.00295, 0.8516715378767503, 183.3787220724823, 157.98728070439938, 173.9577923512333, 19.73627939634656, 193.69407174757987, 15.970511646833884, 43.89879479132134, 114.08848591307803, 0.0066347898364372574, 3.0819495433607785E-4, 1.495099777641935, -7.700303852677265E-4, 0.007096625267368906, 6.718282685185187, 0.8542061861920359, 0.21334419036030658, 1.6453836562704052, 0.07568064816628267, 0.004285753776629424
0.00296, 0.8544341130651737, 277.30066250927274, 258.1705682577492, 266.5173540212987, 20.139310475873827, 286.6566644971725, 8.346785763549507, 119.54267925299584, 138.62788900475334, 0.007620002808431666, 9.261308894303968E-4, 1.49416168168161, -7.39275262943553E-4, 0.007433147181944822, 6.721085257201638, 0.8571018003825174, 0.2258148026225946, 1.6984639822465097, 0.0745727502186805, 0.004285897535338106
0.00297, 0.8571943855712731, 193.05462143246, 173.37995600969032, 181.82978778671253, 20.591556241890597, 202.42134402860313, 8.449831777022018, 18.483558186492573, 154.89639782319776, 0.007958802971267503, 8.852268448877754E-4, 1.4938840312004418, -7.351725219997845E-4, 0.007808748648379512, 6.723274773662551, 0.8599974145729989, 0.23913961638825396, 1.70910044796651, 0.07442396143703497, 0.004285743896040303
0.00298, 0.8600590870188883, 214.8450806846486, 188.05392402162278, 202.83847479436255, 21.026788075097993, 223.86526286946054, 14.784550772739568, 45.051667519494394, 143.00225650212838, 0.008541770727062983, 0.0010203445025042035, 1.4933568887072417, -7.038809447891154E-4, 0.008225307169347894, 6.726911399176953, 0.8628930287634804, 0.252909599207677, 1.7645303677333934, 0.07332779290245504, 0.004285997971512302
0.00299, 0.8627978923969672, 186.86316271558786, 160.79307997218487, 174.2763207284431, 21.41931663301166, 195.69563736145477, 13.483240756258287, 7.805180966736682, 152.98789900544818, 0.00898461266896567, 0.0011071806619768153, 1.4929598844524914, -6.693055250800505E-4, 0.008546737532068905, 6.7295592901234516, 0.8657886429539619, 0.26629450704563656, 1.827015994852305, 0.07214346242850928, 0.004285743662042336
0.003, 0.8656184033967858, 235.7956833076902, 210.95397244334652, 222.62336703856883, 21.918354480528283, 244.5417215190971, 11.669394595222574, 31.447789175973814, 179.5061832673727, 0.009433976607902112, 0.001065017387197255, 1.4925799094579155, -6.439801723653973E-4, 0.009012939393070254, 6.732152325102878, 0.8686842571444433, 0.28134962403844155, 1.8749098907158968, 0.07129536750379142, 0.0042869763864804514
0.00301, 0.8684243448898363, 259.4277852942793, 235.23090671644647, 245.3578280824133, 22.371470745634387, 267.7292988280477, 10.126921365966815, 61.292645981429324, 173.93826073501714, 0.010110454125710171, 0.0012644329107915047, 1.4919604747239974, -6.178814712475676E-4, 0.009463902686166235, 6.735192417695471, 0.8715798713349249, 0.29642173916680775, 1.9251219968861892, 0.07043753202089464, 0.004285813729907449
0.00302, 0.8711389221397655, 248.38175936727484, 225.86259127914724, 233.57861217745702, 22.837354183590236, 256.41596636104725, 7.716020898309524, 29.07720951719664, 196.7853817619506, 0.010672653040051137, 0.0013660697622710472, 1.491461868420082, -5.997332092803983E-4, 0.009906316487060488, 6.73831266460905, 0.8744754855254063, 0.31172577859805545, 1.9617220560197837, 0.06985454539353611, 0.004285923479241589
0.00303, 0.8738829030138088, 276.3678835480954, 253.35698380008503, 260.7513137807481, 23.356355424722377, 284.1076692054705, 7.394329980663181, 29.211301306289236, 224.1456824937958, 0.011296389669025075, 0.0014123131791886102, 1.4909120536006528, -5.85011928346395E-4, 0.01046908841818286, 6.741673065843624, 0.8773710997158878, 0.32860435351579736, 1.992407568940516, 0.06939095723375262, 0.004286229348018339
0.00304, 0.8766348967886045, 274.7236375920991, 247.44203865889187, 258.1996697683453, 23.88382181203058, 282.0834915803759, 10.757631109453573, 34.418795534897946, 213.02324312399392, 0.011992212483406877, 0.0015148656513848924, 1.4902916001792024, -5.682893491357175E-4, 0.011045636181157703, 6.744617479423876, 0.8802667139063692, 0.34587846135551686, 2.027124278827157, 0.06886979137815916, 0.0042857999792215535
0.00305, 0.8793925998909562, 295.15670006952763, 266.7680014459785, 277.84106756234587, 24.3801133051301, 302.221180867476, 11.073066116367293, 30.831044716301864, 235.9369567296766, 0.012608098416234146, 0.0015866170439187482, 1.4897452913065112, -5.373867690535325E-4, 0.01155886814136893, 6.748057242798349, 0.8831623280968508, 0.3628417842922335, 2.089413843221255, 0.06790975125765396, 0.004285723765463569
0.00306, 0.8821471260684318, 305.90458481512707, 272.7759970388152, 287.5594880224466, 24.9440216024037, 312.5035096248503, 14.783490983631259, 26.844912583799676, 245.9310844550155, 0.013401481917489596, 0.0016724770925931247, 1.4890375277750407, -5.189432005735454E-4, 0.012247948025470017, 6.752178302469132, 0.8860579422873323, 0.3817260906460497, 2.128622046977791, 0.06735486313363385, 0.0042858397472708715
0.00307, 0.8848707425837666, 342.23261815680945, 317.8535848312705, 323.0369273284033, 25.448281736524063, 348.48520906492735, 5.183342497132919, 44.60019963326699, 273.2533851980035, 0.014068685219868189, 0.0017257232827836005, 1.488435520371791, -4.7019258469221476E-4, 0.012813154521776803, 6.755773539094657, 0.8889535564778137, 0.39979573397718926, 2.2294845422658325, 0.06588526840443315, 0.004285769203475824
0.00308, 0.8876027569418217, 387.47654096934366, 362.039939410832, 367.0282784535194, 26.059173235986673, 393.0874516895061, 4.9883390426878105, 47.657570849747174, 314.38236856108483, 0.015035522303497717, 0.001896669856584963, 1.4875733914578297, -4.97257707043052E-4, 0.013636110153955806, 6.75972654320988, 0.8918491706682952, 0.4205704256547325, 2.1779486039822746, 0.06673251906372314, 0.004285953747811531
0.00309, 0.8902858446109249, 368.0651983193006, 331.86971406567807, 346.4858126679758, 26.642908721369995, 373.1287213893458, 14.616098602297498, 25.002728118365493, 306.86698594731257, 0.0159187494246908, 0.0019655874601080575, 1.4867739073322976, -4.496039663479832E-4, 0.014402765930930726, 6.764290072016454, 0.8947447848587767, 0.44122533751410004, 2.27801519153312, 0.06532091791443598, 0.004285721121876142
0.0031, 0.8929671129645904, 400.0059591375163, 372.24930028393936, 377.31500671328274, 27.23522359910405, 404.5502303123868, 5.065706429342857, 47.47490389484347, 324.7743963890959, 0.01679290417427618, 0.002028771338642319, 1.4859938209325443, -4.303810348394411E-4, 0.015194513870473303, 6.767802407407403, 0.8976403990492582, 0.4622140450809627, 2.321202815212341, 0.06478012486502015, 0.00428625489476425
0.00311, 0.8956313654284882, 440.9546269607291, 411.85058738443064, 416.9416299043486, 27.838289680817223, 444.7799195851658, 5.091042519917885, 56.57049346240584, 355.2800939220248, 0.017828637194579312, 0.0022053522762844474, 1.4850597207997216, -4.281936516311877E-4, 0.016051478569926052, 6.772419794238686, 0.9005360132397396, 0.48435152757465016, 2.328690615948238, 0.0647453615340306, 0.004285860785664087
0.00312, 0.8983558435083324, 474.98186507762193, 441.3489503795935, 449.6097352525134, 28.468430390881355, 478.07816564339475, 8.260784872919997, 53.43399909190986, 387.9149512876836, 0.018898307431077465, 0.0023130578784240335, 1.484091407836321, -4.088267542870358E-4, 0.016994076306940466, 6.777136368312748, 0.9034316274302211, 0.5075233571637418, 2.372694280444123, 0.06421084721349664, 0.004285761293148928
0.00313, 0.9010293170392933, 480.8450262056954, 442.6594977883385, 453.9504389383163, 29.112204088270186, 483.0626430265865, 11.290941149978302, 48.19635041704505, 394.4631473712935, 0.02009650854576265, 0.002475308122916268, 1.4830029561409745, -3.9137199356322134E-4, 0.018012572416409602, 6.781356069958848, 0.9063272416207027, 0.5316326039362479, 2.4130814359110326, 0.06373919150114302, 0.004285720266216414
0.00314, 0.9036909682648242, 510.7196001643623, 475.81148579075045, 482.446369088422, 29.748116674961498, 512.1944857633835, 6.634883297671382, 47.785872802202704, 428.0256129885478, 0.021194173314531117, 0.0025589951659820377, 1.4820094260552186, -3.574172609132598E-4, 0.01899259540946234, 6.786503425925922, 0.9092228558111841, 0.5557448429066437, 2.490507701372518, 0.062807334888542, 0.004285826382400247
0.00315, 0.9062579582284818, 554.3641110837647, 515.4619744655954, 524.3976189725953, 30.429813017991155, 554.8274319905864, 8.935644506999248, 51.66868504705747, 463.79328941853794, 0.02253501501276489, 0.002719768191176603, 1.4807946171938275, -3.6196930241649545E-4, 0.02017721612400478, 6.791483240740738, 0.9121184700016656, 0.5818524609886839, 2.482862498716793, 0.06297066465202723, 0.00428576583654733
0.00316, 0.9089703779930299, 590.3110718096716, 547.463332820074, 558.7081516197574, 31.10937361812974, 589.8175252378871, 11.244818799683912, 49.8757560645742, 497.5875767554998, 0.02384106697108289, 0.0028229633342987505, 1.4796056228917474, -3.1705091891635423E-4, 0.02133515455570049, 6.7966886934156285, 0.915014084192147, 0.608332809475212, 2.5869593780796305, 0.061755927697661, 0.004285718380621499
0.00317, 0.9115062092864771, 641.2892509515713, 605.8057329133137, 607.7874618076037, 31.824303100895783, 639.6117649084995, 1.9817288942906703, 70.79687719142099, 535.0088557218927, 0.02535354276397641, 0.0029757742412664747, 1.4782236551951022, -3.1028589891777094E-4, 0.022688054421627708, 6.801678302469134, 0.9179096983826285, 0.6365938384280759, 2.604838788374698, 0.06160846988558374, 0.004285775962340395
0.00318, 0.9140932434022156, 651.0039836070029, 607.9947994616443, 615.5665581921727, 32.52978044410774, 648.0963386362804, 7.571758730528098, 65.81683017529824, 542.1779692863461, 0.026902997598302135, 0.003179768124004557, 1.4768101992539875, -3.0954650017532846E-4, 0.024032775974472908, 6.807372201646088, 0.92080531257311, 0.6650788986880352, 2.6087576831616524, 0.061626844349135415, 0.0042858031075632625
