Starting dry volume fraction: 0.0014
Maximum dry volume fraction: 0.0029
DryVolFrac increment: 1.0E-5
Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 53.83170338213784
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
DryVolFrac increment: 1.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NkT)_from_dF_FR+dF_pair, (PV/NkT)_from_dF_total, (PV/NkT)_virial_measured, (PV/NkT)_virial+dF_total, (PV/NkT)_einstein, (PV/NkT)_pair_contribution, (PV/NkT)_FR_contribution, <F_total>/V, <F_pair>/V, EntropySolid, <F_reference>/V, <F_FR>/V, <alpha>, zeta, u_Hertz_nn, SpringConstant, LindemannParameter, kT/E
0.00274, 0.9329789309127156, 881.0475997082066, 822.2723109491592, 831.2057663943078, 29.61606834907864, 860.8218347433865, 8.933455445148592, 63.26199157822352, 759.0103193709357, 0.032602879734590896, 0.0029692755482380595, 1.4707433933485352, -6.035246596923E-4, 0.030237128846045135, 7.2749544238683095, 0.9419638994425645, 0.7182877625080516, 1.846567802545209, 0.06970201267349853, 0.0057150004128623125
0.00275, 0.9358305830841059, 879.2556870676855, 815.2385428838131, 826.8417685235522, 30.292110973880646, 857.1338794974329, 11.603225639739556, 59.193637780210885, 756.0449051036022, 0.034410478670348556, 0.0030729732575464686, 1.4690511218547113, -5.435429554042155E-4, 0.0318810483682063, 7.2838305041152305, 0.9454017238930849, 0.7502591701263355, 1.9680478487696922, 0.06759856839309633, 0.005714633301965984
0.00276, 0.9386217756134299, 1012.5115288347708, 956.2205373443568, 956.6594502038157, 31.038584193332696, 987.6980343971484, 0.4389128594591781, 79.61881473439465, 876.6017226099622, 0.03680101639974538, 0.003274253246225931, 1.4668136212314364, -5.520763778767119E-4, 0.03407883953139616, 7.293819948559671, 0.9488395483436051, 0.7873255444634689, 1.954869263858633, 0.06790815459697688, 0.0057144548840794
0.00277, 0.9413296818282094, 1049.2946378067998, 989.4628014530251, 989.9486065529868, 31.78378181676459, 1021.7323883697514, 0.48580509996094207, 74.81389201128766, 914.6489094417375, 0.039244865112896134, 0.0034768515681881094, 1.4645215421705924, -5.454478543320045E-4, 0.03631346139904003, 7.303087376543213, 0.9522773727941254, 0.8251351414323242, 1.9720646843332892, 0.0676930016812318, 0.005714608021487831
0.00278, 0.9439810601853129, 1110.988607870049, 1043.837453491559, 1047.9894604680446, 32.54386068498687, 1080.5333211530315, 4.15200697648577, 84.44990556769496, 959.3875479238641, 0.041811029250748546, 0.003656566889423083, 1.4621179332848868, -5.536950810413975E-4, 0.03870815744236686, 7.3129337654321, 0.9557151972446457, 0.8644295114406462, 1.9595077155045069, 0.06799117348191333, 0.005714292548495121
0.00279, 0.9465334703282016, 1164.5660966666953, 1090.2818098716107, 1097.6814089496836, 33.314230597623016, 1130.9956395473066, 7.399599078072713, 88.26902944090521, 1002.0127804307056, 0.044549444972735185, 0.003906376402244937, 1.4595400470559408, -5.296068991594308E-4, 0.04117267546964968, 7.322275298353909, 0.959153021695166, 0.9045734009560005, 2.0117769230282523, 0.06718246231662857, 0.005714998742425395
0.0028, 0.9490684150495113, 1204.7917139660044, 1128.0805184336773, 1133.9242312121096, 34.095938029975265, 1168.0201692420849, 5.843712778431939, 70.91738286141225, 1057.163135572265, 0.047371422776000705, 0.004106023158370384, 1.4568883534409711, -5.221610631631418E-4, 0.04378756068079346, 7.332964485596711, 0.9625908461456864, 0.9463838962425558, 2.030744155796539, 0.06694777762449211, 0.005714302115178502
0.00281, 0.9513748117838758, 1311.0975405440913, 1236.5518090285043, 1236.1138704338484, 34.88332625774702, 1270.9971966915955, -0.43793859465602614, 82.45262349606256, 1154.0991855324417, 0.05030190167295058, 0.004274310700096466, 1.4541345909169536, -5.05434947798266E-4, 0.04653302592065238, 7.342013467078192, 0.9660286705962067, 0.9892327851670222, 2.0689228994317, 0.06640606005828573, 0.005714385069964247
0.00282, 0.9536753926781122, 757.1653892004477, 681.84074256696, 677.5019485898845, 35.69647292554053, 713.198421515425, -4.338793977075709, -506.98870850308776, 1188.8294510700478, 0.05363145240959727, 0.004530127576593393, 1.45100095953087, -5.278494676901372E-4, 0.04962917430069401, 7.351885257201641, 0.969466495046727, 1.035264810284542, 2.0266825242655773, 0.06717400907220575, 0.0057144043765290755
0.00283, 0.9558835517877208, 654.5050241916928, 591.4955270643705, 574.7002818617309, 36.47968047761251, 611.1799623393434, -16.79524520263919, -589.2101304908598, 1180.7056575552303, 0.05391710010583108, 0.0018857464929681943, 1.4509017723675843, -5.298947762995636E-4, 0.05256124838916245, 7.362660421810701, 0.9729043194972473, 1.0801141392220375, 2.026287644167809, 0.06725987009987208, 0.0057158577105711145
0.00284, 0.9580039301919772, 1162.8127118205837, 1095.4859260593464, 1079.1010910439559, 37.22927197498246, 1116.3303630189384, -16.384835015390145, -75.94910895124718, 1171.4350350105935, 0.05675648370595492, 0.0017301832633091594, 1.448266280405921, -6.117856959318288E-4, 0.05563808613857759, 7.373740915637855, 0.9763421439477676, 1.1263315195943044, 1.8715503316086841, 0.07006747248009586, 0.005714373826005392
0.00285, 0.9598856608447836, -586.5048159025324, -674.2297110611121, -673.9096141587443, 37.98866074703232, -635.9209534117119, 0.32009690236880073, -1781.2004077003219, 1106.9706966392098, 0.05946912183512121, 0.0015353005987559505, 1.4457458360615691, -6.124349508042499E-4, 0.05854625618716951, 7.382674300411524, 0.979779968398288, 1.1713227474872265, 1.8742968854440483, 0.07009819825938654, 0.005714327514967876
0.00286, 0.9617464006726932, -3242.4267897928707, -3313.158811665771, -3321.451582340972, 38.71868828489475, -3282.7328940560774, -8.292770675201638, -4497.153124574154, 1183.9943129083836, 0.05395612948801222, -0.006763648183085493, 1.4514445162432514, -6.145551349318677E-4, 0.06133433280602958, 7.393239269547331, 0.9832177928488083, 1.21533245336352, 1.8743090156468902, 0.07017986165532891, 0.005714286590663089
0.00287, 0.9634240280624273, -10296.57949868512, -10310.329368832634, -10360.779895630885, 39.47425301516062, -10321.305642615725, -50.45052679825134, -11647.844597866815, 1337.515229034181, 0.04398767429884757, -0.019984322128800774, 1.4616284287738952, -6.563276025069925E-4, 0.06462832403015534, 7.402554876543217, 0.9866556172993286, 1.2638515595260336, 1.8027331588737283, 0.07164281950609386, 0.0057153939561449905
0.00288, 0.964951237228835, -12666.06216700779, -12606.106324387358, -12673.034151977881, 40.144933060013, -12632.889218917868, -66.92782759052425, -13956.118717105293, 1350.0123927179359, 0.004793583763380016, -0.06251727307542933, 1.5010660718125899, -8.600123680935509E-4, 0.06817086920690289, 7.41105549382716, 0.9900934417498489, 1.3143155103429225, 1.480198623744899, 0.07915565100267069, 0.005714768776552738
